,Unnamed: 0,title,description,url,date,text,label
39,39,Crypto Boosters Attack SEC for 'Manipulating' BTC Market After ETF Tweet,"Lawmakers and crypto boosters are asking questions about how the SEC's X (formerly Twitter) account was compromised, leading to a bogus tweet on Tuesday.",https://www.coindesk.com/policy/2024/01/10/crypto-boosters-attack-sec-for-manipulating-btc-market-after-etf-tweet/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-10,"Crypto Boosters Attack SEC for 'Manipulating' BTC Market After ETF TweetLawmakers and crypto boosters are asking questions about how the SEC's X (formerly Twitter) account was compromised, leading to a bogus tweet on Tuesday.",1
40,40,Crypto Custodian BitGo Wins In-Principle Approval as Major Payments Institution in Singapore,Crypto custodian BitGo has been granted in-principle approval to operate as a Major Payment Institution (MPI) in Singapore.,https://www.coindesk.com/policy/2024/01/10/crypto-custodian-bitgo-wins-in-principle-approval-as-major-payments-institution-in-singapore/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-10,Crypto Custodian BitGo Wins In-Principle Approval as Major Payments Institution in SingaporeCrypto custodian BitGo has been granted in-principle approval to operate as a Major Payment Institution (MPI) in Singapore.,0
41,41,"Bitcoin Jumps, Then Dumps to $45K as Fake News About Spot Bitcoin Approval Liquidates $50M","The immediate price reaction showed that bitcoin's price might be capped if a real approval arrives, one analyst noted.",https://www.coindesk.com/markets/2024/01/09/bitcoin-jumps-then-dumps-to-45k-as-fake-news-about-spot-bitcoin-approval-liquidates-50m/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Bitcoin Jumps, Then Dumps to $45K as Fake News About Spot Bitcoin Approval Liquidates $50MThe immediate price reaction showed that bitcoin's price might be capped if a real approval arrives, one analyst noted.",0
42,42,Spot Bitcoin ETF Approval Will Trigger 'Selling Pressure' on CME Futures Market: K33,"Bitcoin futures' open interest on the Chicago Mercantile Exchange surged to an all-time high Tuesday as institutions piled into the asset, speculating on a spot bitcoin ETF approval.",https://www.coindesk.com/markets/2024/01/09/spot-bitcoin-etf-approval-will-trigger-selling-pressure-on-cme-futures-market-k33/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Spot Bitcoin ETF Approval Will Trigger 'Selling Pressure' on CME Futures Market: K33Bitcoin futures' open interest on the Chicago Mercantile Exchange surged to an all-time high Tuesday as institutions piled into the asset, speculating on a spot bitcoin ETF approval.",0
43,43,"SEC Has Not Approved Bitcoin ETFs, but Its Hacked X Account Briefly Said Otherwise","The U.S. Securities and Exchange Commission (SEC) has not approved any spot bitcoin ETF applications as of Tuesday afternoon, despite a tweet from the regulator's X (formerly Twitter) account saying they had been, the agency's chair said.",https://www.coindesk.com/policy/2024/01/09/sec-twitter-compromised-chair-gensler-says-after-account-said-bitcoin-etfs-approved/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"SEC Has Not Approved Bitcoin ETFs, but Its Hacked X Account Briefly Said OtherwiseThe U.S. Securities and Exchange Commission (SEC) has not approved any spot bitcoin ETF applications as of Tuesday afternoon, despite a tweet from the regulator's X (formerly Twitter) account saying they had been, the agency's chair said.",1
44,44,"No, a Trump Victory Might Be Bad for Crypto",A response to Politico’s article predicting good times if the ex-POTUS wins re-election.,https://www.coindesk.com/consensus-magazine/2024/01/09/no-a-trump-victory-might-be-bad-for-crypto/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"No, a Trump Victory Might Be Bad for CryptoA response to Politico’s article predicting good times if the ex-POTUS wins re-election.",0
45,45,Bitcoin Developer's Proposal to Stop 'Spam' NFTs Gets Shut Down,"Luke Dashjr's technical proposal sounded innocuous enough: to make the popular Bitcoin Core software ""effective with newer datacarrying styles."" In reality, the effort represented a sophisticated but controversial plan to block the suddenly popular ""inscriptions"" known as ""NFTs on Bitcoin.""",https://www.coindesk.com/tech/2024/01/09/bitcoin-developers-proposal-to-stop-spam-nfts-gets-shut-down/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Bitcoin Developer's Proposal to Stop 'Spam' NFTs Gets Shut DownLuke Dashjr's technical proposal sounded innocuous enough: to make the popular Bitcoin Core software ""effective with newer datacarrying styles."" In reality, the effort represented a sophisticated but controversial plan to block the suddenly popular ""inscriptions"" known as ""NFTs on Bitcoin.""",0
46,46,Dogecoin's 9% Swing Amid Fake Rumor of Mascot's Death Riles Up Crypto Enthusiasts,"The volatile episode came at a time when the crypto industry anxiously awaits a spot bitcoin ETF approval, a landmark for the asset class' maturation.",https://www.coindesk.com/markets/2024/01/09/dogecoins-9-swing-amid-fake-rumor-of-mascots-death-riles-up-crypto-enthusiasts/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Dogecoin's 9% Swing Amid Fake Rumor of Mascot's Death Riles Up Crypto EnthusiastsThe volatile episode came at a time when the crypto industry anxiously awaits a spot bitcoin ETF approval, a landmark for the asset class' maturation.",2
47,47,Bitcoin ETFs Could See Up to $100B in Inflows If SEC Approves: Standard Chartered,"Analysts from Standard Chartered, Galaxy and Corestone predict that a spot bitcoin ETF could see over $1 billion in inflows over just the first quarter.",https://www.coindesk.com/markets/2024/01/09/bitcoin-etfs-could-see-up-to-100b-in-inflows-if-sec-approves-standard-chartered/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Bitcoin ETFs Could See Up to $100B in Inflows If SEC Approves: Standard CharteredAnalysts from Standard Chartered, Galaxy and Corestone predict that a spot bitcoin ETF could see over $1 billion in inflows over just the first quarter.",0
48,48,"Amid Bitcoin ETF Fee War, Grayscale Stands Its Ground With Priciest Product","Valkyrie, Invesco and Bitwise lowered their fees further just hours after all rivals finally revealed their fee plans.",https://www.coindesk.com/business/2024/01/09/amid-bitcoin-etf-fee-war-grayscale-stands-its-ground-with-priciest-product/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Amid Bitcoin ETF Fee War, Grayscale Stands Its Ground With Priciest ProductValkyrie, Invesco and Bitwise lowered their fees further just hours after all rivals finally revealed their fee plans.",2
49,49,New York's Crypto BitLicense Oversight Criticized by State's Comptroller,"The New York Department of Financial Services (DFS) is drawing some internal heat over whether it's doing a good job overseeing crypto activity through its BitLicense program, according to a review from New York State Comptroller Thomas DiNapoli.",https://www.coindesk.com/policy/2024/01/09/new-yorks-crypto-bitlicense-oversight-criticized-by-states-comptroller/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"New York's Crypto BitLicense Oversight Criticized by State's ComptrollerThe New York Department of Financial Services (DFS) is drawing some internal heat over whether it's doing a good job overseeing crypto activity through its BitLicense program, according to a review from New York State Comptroller Thomas DiNapoli.",0
50,50,Bitcoin ETF Fever Drives Ethereum to 32-Month Low Versus BTC,Ether has lost 43% of its value against bitcoin since Sept. 7.,https://www.coindesk.com/markets/2024/01/09/bitcoin-etf-fever-drives-ethereum-to-32-month-low-versus-btc/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,Bitcoin ETF Fever Drives Ethereum to 32-Month Low Versus BTCEther has lost 43% of its value against bitcoin since Sept. 7.,2
51,51,"Fox, Polygon Release Blockchain-Powered Tool 'Verify' to Weed Out Deepfakes","""Verify"" is an open-source protocol built on Polygon's PoS blockchain, specifically used to establish the origin and history of registered media.",https://www.coindesk.com/tech/2024/01/09/fox-polygon-release-blockchain-powered-tool-verify-to-weed-out-deepfakes/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Fox, Polygon Release Blockchain-Powered Tool 'Verify' to Weed Out Deepfakes""Verify"" is an open-source protocol built on Polygon's PoS blockchain, specifically used to establish the origin and history of registered media.",2
52,52,El Salvador's BTC Bet Is $13M in Profit as Bitcoin ETF Approval Approaches,El Salvador is sitting on a $12.6 million unrealized profit on its bitcoin investment after being in the red for two years.,https://www.coindesk.com/business/2024/01/09/el-salvadors-btc-bet-is-13m-in-profit-as-bitcoin-etf-approval-approaches/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,El Salvador's BTC Bet Is $13M in Profit as Bitcoin ETF Approval ApproachesEl Salvador is sitting on a $12.6 million unrealized profit on its bitcoin investment after being in the red for two years.,1
53,53,First Mover Americas: Bitcoin Holds Above $46K Amid ETF Anticipation,"The latest price moves in bitcoin [BTC] and crypto markets in context for Jan. 9, 2024. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets.",https://www.coindesk.com/markets/2024/01/09/first-mover-americas-bitcoin-holds-above-46k-amid-etf-anticipation/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"First Mover Americas: Bitcoin Holds Above $46K Amid ETF AnticipationThe latest price moves in bitcoin [BTC] and crypto markets in context for Jan. 9, 2024. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets.",0
54,54,"U.S. Arrests 'Bitcoin Rodney,' Alleged HyperVerse Crypto Scheme Promoter, on IRS Charges of Fraud",Rodney Burton was arrested on Friday in Florida and will be transferred to Maryland.,https://www.coindesk.com/policy/2024/01/09/us-arrests-bitcoin-rodney-alleged-hyperverse-crypto-scheme-promoter-on-irs-charges-of-fraud/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"U.S. Arrests 'Bitcoin Rodney,' Alleged HyperVerse Crypto Scheme Promoter, on IRS Charges of FraudRodney Burton was arrested on Friday in Florida and will be transferred to Maryland.",2
55,55,"BlackRock, VanEck and Others Update Bitcoin ETF Filing Within Hours of Quick SEC Response","BlackRock and VanEck, two among 13 issuers hoping to launch bitcoin exchange-traded funds (ETFs) in the U.S., have filed updated documents on Tuesday.",https://www.coindesk.com/policy/2024/01/09/blackrock-vaneck-update-bitcoin-etf-filing-within-hours-of-quick-sec-response/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"BlackRock, VanEck and Others Update Bitcoin ETF Filing Within Hours of Quick SEC ResponseBlackRock and VanEck, two among 13 issuers hoping to launch bitcoin exchange-traded funds (ETFs) in the U.S., have filed updated documents on Tuesday.",2
56,56,'Grayscale Discount' Sinks to Lowest in 18 Months on Bets for GBTC Conversion to Bitcoin ETF,"Data shows the discount fell to as low as 5.6% on Monday, reaching a level previously seen in June 2021.",https://www.coindesk.com/markets/2024/01/09/gbtc-discount-sinks-to-lowest-level-in-18-months-as-grayscale-falls-behind-in-etf-fee-race/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"'Grayscale Discount' Sinks to Lowest in 18 Months on Bets for GBTC Conversion to Bitcoin ETFData shows the discount fell to as low as 5.6% on Monday, reaching a level previously seen in June 2021.",1
57,57,"DeFi Identity Should Be Focus of U.S. Policymakers, CFTC Says","The Commodity Futures Trading Commission wants U.S. policymakers to evaluate options for regulating the issue of identity information in decentralized finance, a report published Monday said.",https://www.coindesk.com/policy/2024/01/09/defi-identity-should-be-focus-of-us-policymakers-cftc-says/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"DeFi Identity Should Be Focus of U.S. Policymakers, CFTC SaysThe Commodity Futures Trading Commission wants U.S. policymakers to evaluate options for regulating the issue of identity information in decentralized finance, a report published Monday said.",0
58,58,Jim Cramer Now Says Bitcoin Is 'Topping Out',Cramer’s picks have the tendency to move in the opposite direction he touts.,https://www.coindesk.com/markets/2024/01/09/jim-cramer-now-says-bitcoin-is-topping-out/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,Jim Cramer Now Says Bitcoin Is 'Topping Out'Cramer’s picks have the tendency to move in the opposite direction he touts.,2
59,59,"Bitcoin ETF Approval Expected Soon, Bears Lose $100M",Futures tracking crypto markets saw some $155 million in shorts liquidated in the past 24 hours after a sudden uptick in prices in U.S. hours.,https://www.coindesk.com/markets/2024/01/09/bitcoin-etf-approval-expected-soon-bears-lose-100m/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"Bitcoin ETF Approval Expected Soon, Bears Lose $100MFutures tracking crypto markets saw some $155 million in shorts liquidated in the past 24 hours after a sudden uptick in prices in U.S. hours.",1
60,60,Bitcoin Decouples From Nasdaq Amid ETF Speculation,The 40-day correlation between the two has declined to zero.,https://www.coindesk.com/markets/2024/01/09/bitcoin-decouples-from-nasdaq-amid-etf-speculation/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,Bitcoin Decouples From Nasdaq Amid ETF SpeculationThe 40-day correlation between the two has declined to zero.,2
61,61,SEC Hustles to Answer Latest Bitcoin ETF Filings: Source,"Officials with the U.S. Securities and Exchange Commission sent comments to the issuers of a set of bitcoin exchange-traded fund (ETF) filings just hours after the companies filed their amended S-1 documents, which listed fees for their proposed products.",https://www.coindesk.com/policy/2024/01/09/sec-hustles-to-answer-latest-bitcoin-etf-filings-source/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-09,"SEC Hustles to Answer Latest Bitcoin ETF Filings: SourceOfficials with the U.S. Securities and Exchange Commission sent comments to the issuers of a set of bitcoin exchange-traded fund (ETF) filings just hours after the companies filed their amended S-1 documents, which listed fees for their proposed products.",2
62,62,BTC Blasts Past $47K as Bitcoin ETF Excitement Gets Feverish,"Bitcoin could rally 10%-15% more in case the SEC approves spot bitcoin ETFs, LMAX strategist Joel Kruger noted.",https://www.coindesk.com/markets/2024/01/08/btc-blasts-past-47k-as-bitcoin-etf-excitement-gets-feverish/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"BTC Blasts Past $47K as Bitcoin ETF Excitement Gets FeverishBitcoin could rally 10%-15% more in case the SEC approves spot bitcoin ETFs, LMAX strategist Joel Kruger noted.",0
63,63,Bitcoin ETFs: The Bear Case,"Bitcoin exchange traded funds may not actually be approved, due to the SEC’s long-held concerns about market manipulation. And, if they are, they could change the nature of Bitcoin itself, to the detriment of Satoshi Nakamoto’s original vision, say critics.",https://www.coindesk.com/consensus-magazine/2024/01/08/bitcoin-etfs-the-bear-case/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"Bitcoin ETFs: The Bear CaseBitcoin exchange traded funds may not actually be approved, due to the SEC’s long-held concerns about market manipulation. And, if they are, they could change the nature of Bitcoin itself, to the detriment of Satoshi Nakamoto’s original vision, say critics.",0
64,64,Mysterious $1.2M Bitcoin Transaction to Satoshi Nakamoto Sparks Speculations,"The wallet receiving the hefty payout is the address that mined the Bitcoin network's first-ever block reward some 15 years ago, commencing the start of the blockchain.",https://www.coindesk.com/markets/2024/01/08/mysterious-12m-bitcoin-transaction-to-satoshi-nakamoto-sparks-speculations/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"Mysterious $1.2M Bitcoin Transaction to Satoshi Nakamoto Sparks SpeculationsThe wallet receiving the hefty payout is the address that mined the Bitcoin network's first-ever block reward some 15 years ago, commencing the start of the blockchain.",2
65,65,Bitcoin ETFs: The Bull Case,"One train of thought says that SEC approval of spot bitcoin ETF will send the market flying. Here’s how that could play out. In a separate post, we review the bear case, where the market may not react with such optimism.",https://www.coindesk.com/consensus-magazine/2024/01/08/bitcoin-etfs-the-bull-case/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"Bitcoin ETFs: The Bull CaseOne train of thought says that SEC approval of spot bitcoin ETF will send the market flying. Here’s how that could play out. In a separate post, we review the bear case, where the market may not react with such optimism.",1
66,66,"Bitwise Tops Bitcoin ETF Low-Fee Table, While Grayscale Bets on Size","Just one potential spot bitcoin ETF issuer has set a management fee above 1%, and many of the others are asking for less than 0.5%.",https://www.coindesk.com/business/2024/01/08/bitwise-tops-bitcoin-etf-low-fee-table-while-grayscale-bets-on-size/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"Bitwise Tops Bitcoin ETF Low-Fee Table, While Grayscale Bets on SizeJust one potential spot bitcoin ETF issuer has set a management fee above 1%, and many of the others are asking for less than 0.5%.",0
67,67,"With Bitcoin ETF Decision Looming, SEC Chair Gensler Says (Again) That Crypto Is Dangerous",The entire crypto world and much of the U.S. financial sector is anxiously awaiting word from the U.S. Securities and Exchange Commission (SEC) on whether it will approve a spot bitcoin exchange-traded fund (ETF). SEC Chair Gary Gensler has chosen this moment to issue a broad warning about the hazards to investors of getting into digital assets.,https://www.coindesk.com/policy/2024/01/08/as-crypto-world-watches-sec-chair-gensler-says-again-that-sector-is-dangerous/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"With Bitcoin ETF Decision Looming, SEC Chair Gensler Says (Again) That Crypto Is DangerousThe entire crypto world and much of the U.S. financial sector is anxiously awaiting word from the U.S. Securities and Exchange Commission (SEC) on whether it will approve a spot bitcoin exchange-traded fund (ETF). SEC Chair Gary Gensler has chosen this moment to issue a broad warning about the hazards to investors of getting into digital assets.",0
68,68,Crypto Exchange Upbit Gets Full Licensing in Singapore,"Upbit said it is ""poised to expand [its] range of offerings,"" having acquired a MPI license.",https://www.coindesk.com/policy/2024/01/08/crypto-exchange-upbit-gets-full-licensing-in-singapore/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"Crypto Exchange Upbit Gets Full Licensing in SingaporeUpbit said it is ""poised to expand [its] range of offerings,"" having acquired a MPI license.",2
69,69,"In Bitcoin ETF Battle, Grayscale Is Bringing 'a Gun to a Knife Fight'","The Grayscale Bitcoin Trust's (GBTC) $27 billion of bitcoin and $350 million of daily volume gives Grayscale an advantage versus BlackRock and other wannabe rivals, according to Bloomberg's Eric Balchunas.",https://www.coindesk.com/business/2024/01/08/in-bitcoin-etf-battle-grayscale-is-bringing-a-gun-to-a-knife-fight/?utm_medium=referral&utm_source=rss&utm_campaign=headlines,2024-01-08,"In Bitcoin ETF Battle, Grayscale Is Bringing 'a Gun to a Knife Fight'The Grayscale Bitcoin Trust's (GBTC) $27 billion of bitcoin and $350 million of daily volume gives Grayscale an advantage versus BlackRock and other wannabe rivals, according to Bloomberg's Eric Balchunas.",1
70,70,BitGo receives in-principle approval in Singapore,Singapore&#8217;s financial regulator has granted crypto custody firm BitGo an in-principle approval. The licence allows BitGo to operate as a Major Payments Instutition (MPI) provider in the country. Digital asset custody provider BitGo has received a regulatory nod from the Monetary Authority of Singapore (MAS). The crypto company said in an announcement on Wednesday that [&#8230;],https://coinjournal.net/news/bitgo-receives-in-principle-approval-in-singapore/,2024-01-10,BitGo receives in-principle approval in SingaporeSingapore&#8217;s financial regulator has granted crypto custody firm BitGo an in-principle approval. The licence allows BitGo to operate as a Major Payments Instutition (MPI) provider in the country. Digital asset custody provider BitGo has received a regulatory nod from the Monetary Authority of Singapore (MAS). The crypto company said in an announcement on Wednesday that [&#8230;],1
71,71,Bitget Reaffirms Industry-Leading Reserve Strength with Latest PoR Ratio of 175%,"Victoria, Seychelles, January 10th, 2024, Chainwire Bitget, the world&#8217;s leading cryptocurrency exchange and Web3 company, has launched its most recent monthly Proof of Reserves (PoR) report, demonstrating its industry-leading commitment to transparency with a robust total reserve ratio of 175%. This regularly-released PoR disclosure underscores Bitget&#8217;s unwavering pledge to maintain 100% backing for user funds [&#8230;]",https://coinjournal.net/news/bitget-reaffirms-industry-leading-reserve-strength-with-latest-por-ratio-of-175/,2024-01-10,"Bitget Reaffirms Industry-Leading Reserve Strength with Latest PoR Ratio of 175%Victoria, Seychelles, January 10th, 2024, Chainwire Bitget, the world&#8217;s leading cryptocurrency exchange and Web3 company, has launched its most recent monthly Proof of Reserves (PoR) report, demonstrating its industry-leading commitment to transparency with a robust total reserve ratio of 175%. This regularly-released PoR disclosure underscores Bitget&#8217;s unwavering pledge to maintain 100% backing for user funds [&#8230;]",0
72,72,BlockGuard and Pixelette Technologies forge a strategic DeFi partnership,"BlockGuard and Pixelette form a strategic DeFi partnership. Asif Ashiq Rana, Pixelette&#8217;s CEO, joins BlockGuard as an advisor, bringing expertise in blockchain and AI. The collaboration focuses on BlockGuard&#8217;s vision for transparent, efficient, and accessible Web3 risk management. Web3 platform BlockGuard has inked an equity partnership with Pixelette Technologies, a leading London-based blockchain and IT [&#8230;]",https://coinjournal.net/news/blockguard-and-pixelette-technologies-forge-a-strategic-defi-partnership/,2024-01-10,"BlockGuard and Pixelette Technologies forge a strategic DeFi partnershipBlockGuard and Pixelette form a strategic DeFi partnership. Asif Ashiq Rana, Pixelette&#8217;s CEO, joins BlockGuard as an advisor, bringing expertise in blockchain and AI. The collaboration focuses on BlockGuard&#8217;s vision for transparent, efficient, and accessible Web3 risk management. Web3 platform BlockGuard has inked an equity partnership with Pixelette Technologies, a leading London-based blockchain and IT [&#8230;]",0
73,73,Celsius initiates recovery of large pre-bankruptcy withdrawals,"Celsius Creditors withdrawing $100k+ pre-bankruptcy face legal action and must comply for future distributions. Celsius&#8217; post-bankruptcy Bitcoin mining focus approved; Ethereum unstaked for timely creditor repayments. Legal challenges persist; CEO Alex Mashinsky faces fraud charges; $4.7B FTC settlement hinges on successful bankruptcy completion. In a strategic move amidst its post-bankruptcy revival, Celsius, the crypto lending [&#8230;]",https://coinjournal.net/news/celsius-initiates-recovery-of-large-pre-bankruptcy-withdrawals/,2024-01-10,"Celsius initiates recovery of large pre-bankruptcy withdrawalsCelsius Creditors withdrawing $100k+ pre-bankruptcy face legal action and must comply for future distributions. Celsius&#8217; post-bankruptcy Bitcoin mining focus approved; Ethereum unstaked for timely creditor repayments. Legal challenges persist; CEO Alex Mashinsky faces fraud charges; $4.7B FTC settlement hinges on successful bankruptcy completion. In a strategic move amidst its post-bankruptcy revival, Celsius, the crypto lending [&#8230;]",0
74,74,Metacade fuels 2024 blockchain gaming revolution: partnerships and investment insights,"Metacade shapes 2024 gaming with strategic partnerships and diverse blockchain game offerings. Yat Siu, Animoca Brands&#8217; executive chairman, anticipates a blockchain gaming resurgence in 2024. Evaluation of $MCADE token reveals a clear roadmap, buyback mechanism, and active community. The gaming industry is set for a dynamic transformation in 2024, with blockchain games taking centre stage. [&#8230;]",https://coinjournal.net/news/metacade-fuels-2024-blockchain-gaming-revolution-partnerships-and-investment-insights/,2024-01-10,"Metacade fuels 2024 blockchain gaming revolution: partnerships and investment insightsMetacade shapes 2024 gaming with strategic partnerships and diverse blockchain game offerings. Yat Siu, Animoca Brands&#8217; executive chairman, anticipates a blockchain gaming resurgence in 2024. Evaluation of $MCADE token reveals a clear roadmap, buyback mechanism, and active community. The gaming industry is set for a dynamic transformation in 2024, with blockchain games taking centre stage. [&#8230;]",1
75,75,"Binance, Kraken apps removed from App Store in India; implications for Pullix?","Apple has removed Binance, Kraken, MEXC and Kucoin apps from its App Store in India. Meanwhile, new exchange platform Pullix (PLX) continues to see great traction during its presale. Trading on a hybrid exchange means users have access not just to liquidity, but also to all the robust security features that make top CEX platforms [&#8230;]",https://coinjournal.net/news/binance-kraken-apps-removed-from-app-store-in-india-implications-for-pullix/,2024-01-10,"Binance, Kraken apps removed from App Store in India; implications for Pullix?Apple has removed Binance, Kraken, MEXC and Kucoin apps from its App Store in India. Meanwhile, new exchange platform Pullix (PLX) continues to see great traction during its presale. Trading on a hybrid exchange means users have access not just to liquidity, but also to all the robust security features that make top CEX platforms [&#8230;]",0
76,76,"Analyst’s top DeFi coins to rally in January – Polygon, Ripple, and NuggetRush","NuggetRush&#8217;s mining game has attracted many users who have pushed the token from $0.010 to $0.015. Crypto Analyst Ali Charts foresees Polygon rising as high as $0.96. Ripple whales are currently on the move as they sent 126.7 million XRP. Analysts have picked Polygon, Ripple, and NuggetRush (NUGX) as their top DeFi coins for gains [&#8230;]",https://coinjournal.net/news/analysts-top-defi-coins-to-rally-in-january-polygon-ripple-and-nuggetrush/,2024-01-10,"Analyst’s top DeFi coins to rally in January – Polygon, Ripple, and NuggetRushNuggetRush&#8217;s mining game has attracted many users who have pushed the token from $0.010 to $0.015. Crypto Analyst Ali Charts foresees Polygon rising as high as $0.96. Ripple whales are currently on the move as they sent 126.7 million XRP. Analysts have picked Polygon, Ripple, and NuggetRush (NUGX) as their top DeFi coins for gains [&#8230;]",0
77,77,The potential rise: how these two tokens might eclipse XRP during the upcoming bull market,"XRP surged in price as Wall Street eyes XRP Spot ETF.&#160; A new meme coin raises $1 million in ongoing presale, becoming the best ICO. TRON (TRX) gained in price as it leads the list of top 10 blockchains.&#160; Ripple (XRP) is on its way to gaining more value as Wall Street makes important plans [&#8230;]",https://coinjournal.net/news/the-potential-rise-how-these-two-tokens-might-eclipse-xrp-during-the-upcoming-bull-market/,2024-01-09,"The potential rise: how these two tokens might eclipse XRP during the upcoming bull marketXRP surged in price as Wall Street eyes XRP Spot ETF.&#160; A new meme coin raises $1 million in ongoing presale, becoming the best ICO. TRON (TRX) gained in price as it leads the list of top 10 blockchains.&#160; Ripple (XRP) is on its way to gaining more value as Wall Street makes important plans [&#8230;]",0
78,78,"BitPay expands crypto offerings; now supports for UNI, BNB, LINK, and More","BitPay expands crypto support, adding UNI, BNB, LINK, CRO, VERSE, BAT to its roster. CEO Stephen Pair underscores commitment to user-friendly crypto payments. Users to enjoy versatile options, from luxury purchases to practical expenses. BitPay, initially established as a Bitcoin-focused payment startup, has broadened its horizon beyond Bitcoin (BTC) by adding support for &#8220;dozens&#8221; of [&#8230;]",https://coinjournal.net/news/bitpay-expands-crypto-offerings-now-supports-for-uni-bnb-link-and-more/,2024-01-09,"BitPay expands crypto offerings; now supports for UNI, BNB, LINK, and MoreBitPay expands crypto support, adding UNI, BNB, LINK, CRO, VERSE, BAT to its roster. CEO Stephen Pair underscores commitment to user-friendly crypto payments. Users to enjoy versatile options, from luxury purchases to practical expenses. BitPay, initially established as a Bitcoin-focused payment startup, has broadened its horizon beyond Bitcoin (BTC) by adding support for &#8220;dozens&#8221; of [&#8230;]",0
79,79,"Spot Bitcoin ETF Approval Has Not Yet Happened Yet, But Bitcoin Price Is Falling Sharply","Spot Bitcoin ETF approval anticipation with analysts predicts a positive decision today between 4-6 p.m. EST, despite earlier confusion.<p class=""has-text-align-right""><a href=""https://coincu.com/241767-spot-bitcoin-etf-approval-not-yet-happened/"" target=""_blank"">Read more...</a></p><p class=""has-text-align-right""><a href=""https://coincu.com""><strong>Coincu News</strong></a></p>
",https://coincu.com/241767-spot-bitcoin-etf-approval-not-yet-happened/,2024-01-10,"Spot Bitcoin ETF Approval Has Not Yet Happened Yet, But Bitcoin Price Is Falling SharplySpot Bitcoin ETF approval anticipation with analysts predicts a positive decision today between 4-6 p.m. EST, despite earlier confusion.<p class=""has-text-align-right""><a href=""https://coincu.com/241767-spot-bitcoin-etf-approval-not-yet-happened/"" target=""_blank"">Read more...</a></p><p class=""has-text-align-right""><a href=""https://coincu.com""><strong>Coincu News</strong></a></p>
",0
80,80,Spot Bitcoin ETF Trading Approved By CBOE Exchange,"CBOE has asked the SEC to fast-track approval for ARK 21Shares and Invesco Galaxy Bitcoin ETFs, signaling support for spot Bitcoin ETF trading.<p class=""has-text-align-right""><a href=""https://coincu.com/241762-spot-bitcoin-etf-trading-approved-by-cboe/"" target=""_blank"">Read more...</a></p><p class=""has-text-align-right""><a href=""https://coincu.com""><strong>Coincu News</strong></a></p>
",https://coincu.com/241762-spot-bitcoin-etf-trading-approved-by-cboe/,2024-01-10,"Spot Bitcoin ETF Trading Approved By CBOE ExchangeCBOE has asked the SEC to fast-track approval for ARK 21Shares and Invesco Galaxy Bitcoin ETFs, signaling support for spot Bitcoin ETF trading.<p class=""has-text-align-right""><a href=""https://coincu.com/241762-spot-bitcoin-etf-trading-approved-by-cboe/"" target=""_blank"">Read more...</a></p><p class=""has-text-align-right""><a href=""https://coincu.com""><strong>Coincu News</strong></a></p>
",0
